text,RESTAURANT#GENERAL,RESTAURANT#PRICES,RESTAURANT#MISCELLANEOUS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE&OPTIONS,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE&OPTIONS,AMBIENCE#GENERAL,SERVICE#GENERAL,LOCATION#GENERAL
"đây là một trong những cửa tiệm bột chiên lâu_đời nhất ở xài gòn , ăn cũng ngon , có nhiều món , bánh hẹ cũng ngon lắm .",1,0,0,0,1,1,0,0,0,0,0,0
"đây là phần người ăn nè , ăn bao ngon luôn . món này lạ_miệng với mấy bạn không phải là dân miền tây lắm nè . ăn hết sạch luôn dĩa luôn . tốt taste for later",1,0,0,0,1,0,0,0,0,0,0,0
"đây là phần bún tá lả dành cho người bonus thêm một phần phèo chiên giá giá bên góc trái đó ạ smiling face smiling face smiling face . quá n bé nhưng tấp_nập ra vô liên_tục luôn , bún đậu ngon chất_lượng phù_hợp với giá , phục_vụ nhanh và thân_thiện nè ok hand dark skin tone ok hand dark skin tone ok hand dark skin tone . sẽ qay lại khi thèm . quá n nằm trên đường hoa_hồng kế bên cafe thức chứ không phải đường hoa_hồng hẻm kế the cofe house đâu nhoa smiling face smiling face smiling face",1,0,0,1,1,0,0,0,0,2,1,2
"đây là quán có đồ nướng ướp ngon nhất mình từng biết và từng ăn . chao , kimchi , cũng không giống nơi nào khác . từ nhà mình lên nguyễn văn đậu chạy xe chắc cũng mất p , vậy_mà thèm là bất_chấp đường_sá xa_xôi luôn . quán nhỏ , đơn_giản có mấy cái bàn , không trang_trí gì nhiều . tưởng không ngon mà ngon không_tưởng tích cựctích cựctích cực",0,0,0,0,1,1,0,0,0,2,0,3
"được đường d , p . an phú , quận . vịt nướng ăn như xá_xíu khoai_môn chiên ngọt ngọt beo_béo .",0,0,0,0,1,0,0,0,0,0,0,2
"đêm hôm trèo tường trốn ra gần nhà_ăn xôi , lạnh thế này ăn xôi_xéo quá đã",0,0,0,0,1,0,0,0,0,0,0,0
"đến đây ăn tô bún thịt nướng cực_kỳ chất_lượng với đầy_đủ nem thịt kèm với nước_mắm chua_ngọt cực ngon chỉ , thêm phần nem nướng tự cuốn cực thix và đặc_biệt còn miễn_phí nước uống . ngoài_ra còn món bánh_hỏi nem , thịt nướng cũng rất lạ miệngwebsite",0,0,0,1,1,1,1,0,0,0,0,0
"đến để cảm_nhận cuộc_sống sinh_viên , chị chủ quán dễ_thương vô_cùng",1,0,0,0,0,0,0,0,0,0,1,0
"đến double ăn và gọi phần combo gồm mỳ ý sốt bò bằm vị vn , mỳ ý số kem cá_ngừ , cùng với ly nước , còn khoai_tây là kêu riêng . mình thấy mỳ ý sốt bò bằm ở đây cực ngon , còn mỳ ý sốt kem cá_ngừ thì quá béo nên mình cũng đứa bạn ăn không hết vì quá ngán . nhưng nhìn_chung là thức_ăn ở đây ngon , giá_cả cũng hợp_lý . bạn nào thích mỳ ý thì nên đến đây ăn thử .",1,0,0,1,1,1,0,0,0,0,0,0
"đến quán này là bị choáng về đủ thứ đồ ăn ấy , tha_hồ mà ngồi lựa , menu quá trời trời món luôn và thích nhất là kiểu quy ra xu để tính giá các món ăn . thấy hay cực_kỳ ấy . , món này là ngon khỏi chê luôn , vốn mình thích hào nên đạo các thứ chế_biến từ hào , hào tươi ăn dai mà vẫn ngọt thịt kèm cùng miếng phô_mai beo_béo phía trên còn có trứng_cá_hồi nữa cà . ăn mỗi đứa con mà vẫn không đã thèm luôngiá giá con , giá ổn cho món đầy dinh_dưỡng mà còn vừa_miệng nữa .",0,0,0,1,1,1,0,0,0,0,0,0
"đến quán nên thử bò nướng ống vầu , lợn mán nướng giòn bì , gà quê nướng ống tre với xôi , lẩu bia . quán là địa_điểm khá thích_hợp cho bạn_bè tu tập",1,0,0,0,1,1,0,0,0,0,0,0
"đến quán vào buổi trưa vậy_mà khách cũng khá đông . menu đa_dạng các loại tàu hủ từ truyền_thống đến cách_tân hiện_đại chỉ nghe tên thôi là muốn gọi ăn thử xem như thế_nào rồi . mình gọi luôn thập_cẩm ăn tích_cực . tàu hủ mềm mịn ăn vào ngọt ngọt thanh_thanh rất vừa_miệng . không_gian thoáng mát , trang_trí đẹp . phục_vụ nhiệt_tình , nhanh_nhẹn . giá_cả rẻ phù_hợp mọi người .",1,0,0,1,1,1,0,0,0,1,1,0
"đến rất thái điều đầu_tiên là cảm_nhận được sự đơn_giản trong phong_cách nhưng thật ấm_cúng v gần_gũi thêm vào đó món ăn ngon , lạ ở việt_nam mà được ăn món thái đúng vị thì không gì bằng món ăn phục_vụ nhanh cám_ơn rất thái vì đã cho cả nhà có bữa ăn ngon mà ấm_cúng như bữa ăn gia_đình thích nhất món cá nướng , gà nướng mỗi món có nước_chấm riêng , tuyệt v còn món trà sữa thái nữa . nói_chung tuyệt",1,0,0,0,1,1,0,1,0,1,1,0
"đi người , gọi nồi lẩu , thêm lần rau thịt . lẩu ngon , nước_ngọt mỗi tội thịt hơi ít . tổng_hết giá tích_cực",0,0,0,2,1,3,0,0,0,0,0,0
đi người thì nên ăn dĩa như thế này thôi nhé . chứ không yêu món trở lên ăn_không nổi đâu loudly crying face loudly crying face loudly crying face ngon ứ_hự mà no cũng ứ_hự tích_cực,0,0,0,0,1,1,0,0,0,0,0,0
"đi ăn_chay thấy món này lạ lạ gọi thử , chai thì chút_xíu giá tới giá mà ngon thiệt , chua chua_ngọt ngọt hút cái rột là hết trơn . mua thêm mấy chai cho nhà ai cũng khen , rất đáng tiền tích_cực",0,0,0,0,0,0,1,1,0,0,0,0
đi ăn cơm_rang nhưng mà ghét nhất cơm khô với cứng luôn tiêu_cực nhưng cơm ở đây thì mềm không nhão nữa . dưa bò cũng khá nhiều và vừa_miệng . nói_chung là no tích_cực,0,0,0,0,1,1,0,0,0,0,0,0
"đi ăn nhiều lần , thì vẫn mê nhất sốt thái . cay vừa , không quá nồng , vị đậm_đà . nếu sợ ngấy có_thể gọi haft haft sẽ được hai loại sốt cùng con gà thì giá là giá . trung_bình thì đứa ăn một con , gọi thêm vài món linh_tinh như xôi này_nọ là ăn vừa no . mức giá trung_bình_giá người .",0,0,0,2,1,1,0,0,0,0,0,0
"đi ăn ốc nhưng mà mê_mệt nhất món này . bạch_tuộc nướng giòn giòn và vị sa tế tê cay nơi đầu_lưỡi . nhắc đến quán ốc ngon người_ta cứ nói ốc thảo , ốc đào . mà chẳng hiểu lẽ gì với mình ốc là phải vào sang quận giờ oặc những quán nhậu bờ kè , ngõ_hẻm heo_hút mới là ngon . ốc oanh quận , ốc mắm sữa bình_thạnh , ốc hẻm lê văn_sỹ vẫn là những địa_chỉ tin_cậy , quen_thuộc thay_vì những quán_xá quận tiện đi_lại dễ tìm . ai ghé quán ốc xài gòn nhớ gọi cho đủ món đủ ốc len xào dừa , ốc mỡ xào me , ốc giác xào rau_muống , ốc nhung nước_mắm , bạch_tuộc nướng , chân ghẹ rang muối , ốc_vặn nướng mỡ hành . x ăn xong để mỗi lần trời mưa đỡ phải lại ngồi dưới hiên nhà ước_ao có quán ốc đầu hẻm đi cho vợi nhớ_thương",1,0,0,0,1,1,0,0,0,0,0,2
"đi ăn thử xe đẩy súp cua bánh_mì lề_đường đang nổi . chỉ bán lúc giờ trưa trở_đi . điểm đặc_biệt là có vụn bánh_mì giòn ăn kèm theo súp . súp ăn ổn , nêm nếm vị đậm_đà . bạn mình chê súp hơi lỏng nhưng mình thấy vậy là vừa_rồi . chỉ là không thích việc óc heo bị dầm nhỏ từng miếng , từng miếng thôi . ăn_không sướng miệng tí nào crying face hơi ít cua . bên dưới đáy ly có trứng bắc thảo mà thấy vị trứng bắc thảo không béo , bùi gì cả . ý là cả ly đều gọi thập_cẩm mà ly bạn mình thì có cái trứng cút . còn ly mình thì trứng cút nguyên_vẹn , lòng_đỏ , nửa lòng_trắng . . chưa bh ăn chổ súp cua mà trứng cút tùm_lum tùm la , bấy bá như vậy tích_cực . giá giá cho ly súp thập_cẩm như mình , còn không thập_cẩm thì giá giá hay sao ấy . nói_chung , giá này rất bình_thường cho quán lề_đường . giữ xe đằng sau với anh bảo_vệ rất ư là dễ_thương , hổng giúp khách dẫn xe , không có vé giữ xe thì thôi . chứ tới độ không biết khách để xe lúc_nào , khách dẫn xe ra lúc_nào thì thật_sự cạn_lời luôn . anh cứ tiếp_tục sự_nghiệp nằm trên yên xe của a và quay lưng lại với chổ để xe của khách , mắt hướng mơ_màng giữa trời mây đi . nên thôi bạn nào có_ăn ở đây thì hãy tự bảo_vệ tài_sản cá_nhân nha , đừng trông_đợi vô ảnhtích cựctích cực tag tag",0,0,0,2,1,2,0,0,0,0,3,0
"đi buổi sáng bán khá ổn , đi buổi tối đông đó là rau ít như này đây . tại gần nhà nên hay ghé ăn , chất_lượng cũng tạm được .",0,0,0,0,2,2,0,0,0,0,0,1
"đi chơi khuya về mình hay ghé chợ tân_định trên đuong hai bà trưng rinh về e này , xôi nóng_hổi thơm mùi nước sốt rôti gà , đùi gà bự chà_bá luôn . còn có xôi gà xé , xôi lòng gà cũng ngon lắm",0,0,0,0,1,1,0,0,0,0,0,0
"đi chơi về muộn cả thèm ăn vằn_thắn , miến trộn . nghĩ ngay đến phố đinh lễ nơi mình từng ăn sau khi đi chợ đêm . quán ngay đầu phố , dễ thấy , chỗ gửi xe không to lắm nhưng nhân_viên nhiệt_tình dắt xe hộ cho khách khỏi lăn_tăn . miến trộn ở đây ngon , tương_ớt cay xè chảy nước_mũi . nhưng mà bọn mình thích tích_cực . mì vằn_thắn tưởng không no mà no kinh không_tưởng confounded face . thích nhất là nước_dùng cùng sủi cảo đi kèm , rất vừa_miệng . sẽ còn ghé nếu có dịp chơi qua và lên_cơn thèm",1,0,0,0,1,1,0,0,0,0,1,1
"đi có đứa , gọi phần này là ăn đã muốn chết luôn . nầm ở đây không dày lắm , nhưng dai , sật sật , ăn cũng đỡ mỏi miệng hơn . phần rau ăn kèm cũng nhiều nên quá được . thêm bơ nữa là thơm_phức . người hết tầm giá thôi . đi đông sẽ gọi thêm lẩu nữa . đinh diệu_hương",0,0,0,1,1,1,0,0,0,0,0,0
"đi đông người gọi quá_chừng món mà tính ra có gần giá , mỗi người chưa đến giá nữa . trong hình là mình gọi miến cua tay_cầm , hàu nướng phô_mai , cơm_chiên hải_sản với cua sốt ớt singapore đó . cua ở đây ăn bao ngon , chắc thịt cực_kì .",0,0,0,1,1,1,0,0,0,0,0,0
"dì hồng w bà bắc đối_diện nhau . cảm_giác b lun đông khách hơn , tích_cực chắc do menu phong_phú hơn tích_cực w cả sốt chấm bình_thường cuốn bên b đậm_đà hơn thật . menu hai bên na_ná nhau nhưng mình lại đặc_biệt khoái bình_thường chiên bên dh , siêu ngon lun . khác hẳn bên kia . bình_thường chiên lắc phomai , thêm pate thịt bằm hành phi_ăn mãi không ngán thơm_phức phê gì đâu tích_cực ngày nào cung thèm cũng lăn sang làm quả giá ấy tích_cực bình_thường cuon thì giá c",0,0,0,2,1,1,0,0,0,0,0,0
"đi khai_phá quán mì cay mới mở ngay gần công_ty , mì cay ở đây có cấp_độ , từ không cay tí gì cho tới mức_độ giáo_chủ ăn cay mình chọn cấp_độ , cũng khá cay , chưa đến mức nước_mắt nước_mũi mồ_hôi tùm_lum . nước_dùng vừa_miệng , xúc_xích , thịt bò , kim chi nhiều , thích nhất là có thêm bắp để cạp tích_cực đang trong tuần khai_trương nên được tặng thêm nước_ngọt và bánh cupcake",0,1,0,0,1,1,0,0,0,0,0,1
đi làm về mình ghé vào đây ăn luôn . không_gian sạch_sẽ thoáng mát . phục_vụ khá chuyên_nghiệp tận_tình thân_thiện với khách_hàng là trong những điểm cộng lớn nhất ở đây . đồ ăn khi đặt_hàng xong được phục_vụ khá nhanh không để khách phải chờ lâu nên mình rất thích . đồ ăn ngon béo sốt mặn vừa phải nên ăn rất vừa_miệng . đồ ăn chất_lượng nhưng giá hơi chát một tý,0,0,0,3,1,0,0,0,0,1,1,0
"đi ngang nghe mùi thơm lắm nhưng ăn thấy hơi nhạt_nhẽo . đồ ăn nhiều sạch_sẽ . giá mắc tô trên hình là giá . thấy có nhiều món nữa bánh_canh cua , bún mắm , bún mọc , bún thái .",0,0,0,3,2,1,0,0,0,0,0,0
địa_chỉ quán nè tích_cực quán rộng thoải_mái tự chọn món tự gắp tự nướng tích_cực giá_cả ok rẻ hơn nhìu quán mình từng đi thích_hợp đi với người_yêu hoặc nhóm bạn la_cà victory hand light skin tone,1,0,0,1,0,1,0,0,0,1,0,2
"địa_chỉ lý văn phúc , cát linh , đống đa , hà nộicửa hàng gà vịt chuyên các món về vịt như bún , cháo , miến vịt , vịt luộc , vịt nướng , vịt xào , giả_cầy vịt . khách đến đông có_thể gọi đặt trước bàn qua số điện_thoại các món vịt nướng , giả_cầy , vịt om xấu . khách đặt_hàng trước khi qua để cửa_hàng chuẩn_bị . thích_hợp cho dân công_sở , dân nhậu . giá_cả phải_chăng , chị chủ quán nhiệt_tình , không_gian lại sạch_sẽ",0,0,0,1,0,1,0,0,0,1,1,2
"đĩa cơm chất_lượng lm nha . thịt thì mềm ngọt , cơm dẻo kèm với dưa chua đầy_đủ , có fre canh nữa nếu đã trót êu cơm sườn thì đây là chỗ đág để thử tích_cực",1,0,0,0,1,1,0,0,0,0,0,0
"dĩa cơm thập_cẩm thấy nhiều chứ thiệt ra cũng có chút ét àh , đồ ăn nhiều loại mỗi loại được chút_xíu , cơ_mà ăn_vậy thì đỡ ngán hơn mà còn được nhiều nữa . ở đây đặt biệt có món nem nướng ngon và ít mỡ , thịt nạc nhiều , còn sườn nướng cũng có vị rất thơm . cơm thì nấu bằng gạo tấm loại ngon , một dĩa cũng được nhiều cơm lắm . tiệm nằm ngay vòng xoay nguyễn chí thanh , hơi nhỏ nhưng không_gian sang_trọng , có máy_lạnh mát_mẻ",0,0,0,0,1,1,0,0,0,1,0,1
"dĩa này là thập_cẩm ạ , nhưng mình vẫn sugest mọi người ăn bánh_bèo với bánh_nậm vì hai cái đó ngon hơn beaming face with smiling eyes dĩa thập_cẩm_vầy hơi ngán khoản bánh bột lọc ngta cho nhiều . ps ở đây bán nem nướng nhắn_tin cũng ngon lắm tích_cực nhà mình toàn ăn nem ở đây , giá cũng phải_chăng winking face",1,1,0,0,1,2,0,0,0,0,0,0
"dĩa ốc cà_na của mình là giá , món này làm ngon , xào bơ thơm_phức luôn . món này rang muối_ăn cũng ok nhưng khá cay nha . sụn gà chiên nước_mắm bao ngon , thấm cực_kì , ăn sực sực siêu đạ . nghêu hấp sả là giá , con nào cũng tươi , mập thịt , hấp sả thơm_phức face savoring fod face savoring fod . ốc móng chân s yêu bự , hơi mắc , giá con t_t . sò mai nướng trứng cút mỡ hành giá con . theo mình thì nước_chấm ngon , nhiều loại , thích nhất vẫn là muối ớt xanh . chế_biến thì thì tùy_món , nhưng mà con nào cũng tươi_rói hết tích cựctích cực .",0,0,0,2,1,1,0,0,0,0,0,0
"đĩa sushi tạo_hình đẹp , gọi phần này thì ăn được nhiều loại sushi tích_cực các đường vẽ trang_trí là sốt chấm , nếu không thích có_thể chấm nươ tương riêng . nói_chung là giá cao nhieng ăn đáng đồng_tiền",0,0,0,2,1,1,0,0,0,0,0,0
"đĩa thạch quán tự làm siêu nhiều luôn , có đủ loại trân_châu , thạch củ_năng , thạch_bi , bánh flan các kiểu cho người bao no . trà sữa cũng ngon nữa , gọi set này hợp_lý nè .",0,0,0,0,0,1,0,1,0,0,0,0
"dĩa thập_cẩm gồm bánh_bèo , bánh bột lọc và bánh_đúc . về phần bánh_bèo và bánh_đúc thì béo ngậy và thơm mùi nước_cốt dừa , ăn rất ngon , bánh bột lọc thì vỏ dai dai , nhân tôm bên trong tươi , cắn vô lớp vỏ dai và vỏ tôm giòn giòn cảm_giác rất đã miệng . bánh_đúc thì có thêm thịt bằm và mỡ hành , ăn chung với nước_mắm ngọt ngọt rất ngon .",0,0,0,0,1,1,0,0,0,0,0,0
"điểm cộng ở tofu là những loại mứt và siro đều là hàng ngoại xịn khách dễ_dàng kiểm_chứng khi được mục sở_thị ngay tại quán . hương_vị các món vừa thơm dễ_chịu vừa lạ_miệng , chứ không có cảm_giác đồ_hóa học rẻ_tiền , ăn khé cả cổ . chịu đầu_tư nhưng giá các món tào_phớ cũng không quá đắt so với các món giải_nhiệt hot của hà_nội như chè khúc bạch , sữa_chua mít . tất_cả đều có_giá dao_động từ giá món .",0,0,0,2,1,1,0,0,0,0,0,0
"điểm đặc_biệt của loại kem này , hơn hẳn so với các loại kem đóng_hộp khác mà mình thấy chính là phần các viên li_ti nhỏ có mùi_vị matcha bột bột thơm mùi trà rải đều sẵn ở trong kem . theo kinh_nghiệm của mình thì khi ăn nên múc phần kem matcha ở dưới , ráng vén thêm phần chocolate nghe quảng_cáo là chocolate bỉ nâu nâu ở trên mặt kem , với vén vén thêm nữa phần hạt co ok s ở trên nữa . vừa mịn mà hơi hột hột , lại còn thơm vị matcha và beo_béo ngọt ngọt mùi trà đặc_trưng nữa nhé .",0,0,0,0,1,1,0,0,0,0,0,0
"điểm đặc_biệt là đậu tươi làm ngay tại quán luôn , chiên vỏ giòn_rụm còn bên trong thì mềm thơm ăn rất thích . các loại thịt cắt miếng không quá mõng như các quán khác , để món ăn ra từng dĩa không hấp hẫn bằng để trong mẹt nhưng dễ ăn và gọn_gàng , mắm_tôm ngon và đúng chất . nhân_viên quán rất chuyên_nghiệp , nhanh tay . mình từng thử nhiều quán và giờ chỉ ăn_ở mỗi a vừng . tag",1,0,0,0,1,1,0,0,0,0,1,0
"điểm mạnh của quán này , cũng tương_tự với quán hủ_tiếu vĩnh_viễn , là món gân và lòng bò lá_sách , tổ ong . được ngâm trong nồi nước_lèo sôi ùng_ục . do đã thấm với nước hầm xương nên hương_vị rất đậm_đà . một chén to thường có_giá bằng với tô hủ_tiếu , nhưng hầu_hết thực_khách khi ghé qua đều gọi một chén ăn thêm cho đã thèm . khi thì chén gân , lúc thì chén thập_cẩm với lòng bò . rất chất_lượng .",0,0,0,2,1,1,0,0,0,0,0,0
"điều ấn_tượng là miến xào rất vừa ăn , rau và miến ăn thích lắm . xá_xíu nhiều và gia_vị vừa ăn . thích cách gọi món ở đây , tự mix các thứ , nhân_viên sẽ rất nhiệt_tình để hướng_dẫn cách gọi món . các bạn ấy cũng rất vui_vẻ , luôn chú_ý quan_sát hoặc quan_tâm khách , như hỏi có nóng không , ăn cay được không .",0,0,0,0,1,1,0,0,0,0,1,0
"điều đặc_biệt nhất của món này chính là phần nước sốt gia_vị rưới bên ngoài . rất thơm và đặc_biệt là bay lên một mùi_vị vô_cùng quyến_rũ . món này thì các bạn cũng biết là nó dai dai , giòn giòn rồi đó , còn mình thì có tiết_lộ thêm là nó còn khá là bắt ăn nữa , kêu xong dĩa là cứ kêu hoài .",0,0,0,0,1,1,0,0,0,0,0,0
"dimsum ở đây các loại khá giống nhau , nhớ là có một loại ngon lắm mà hk nhớ được là cái nào trong mấy cái đã ăn tích_cực chưa ăn_ở nhiều nơi nên không dám đánh_giá có đúng vị hay không , nhưng tình_hình là bị nghiện rùi . tích_cực . mấy món chiên ở đây ăn ngon , ráo dầu , không bị ngán tí nào",1,0,0,0,1,1,0,0,0,0,0,0
"đồ ăn cũng khá tươi , nước lẩu thì hơi ngọt chút . nước lẩu miễn_phí , muốn châm bao_nhiêu cũng được . nhân_viên thì mau_mắn lẹ_làng . quán không đông cũng không vắng , có_thể ngồi trong nhà hoặc ngoài đường . mình bị choáng ngộp bởi đồ ăn được bày_biện rất hoành_tráng .",2,0,0,0,1,1,0,0,0,2,1,0
"đồ ăn dở với cái chất_lượng đó thì mắc , chén đĩa dơ còn bám dầu_mỡ face with medical mask đợi đồ ăn nửa tiếg đợi bếp than thêm p đợi đồ gấp thêm p nữa cứ kêu thêm thì phải đợi còn nv thì như ông nội ăn trả tiền mà tuởg xin cái đám tnó không yêu cứ thò lỏ con mắt ra đứng nhìn nc um sùm mẹ bà đi ăn tốn tiền mà làm mệt thêm nuốt cục tức không trôi pile of po",3,0,3,3,3,0,0,0,0,0,3,0
"đồ ăn hàn quốc ở đây thì tuyệt_vời rồi . lẩu kim chi chua_cay . gà chua_cay ngọt ngọt . tokb ok ramen miễn chê . ở đây quán tự phục_vụ , tự lấy chén đũa . kim chi fre . thích ăn bao_nhiêu tự lấy . bao ngon mà giá_cả chỉ từ giá trở xuống . ăn_người món ly nước giá mà no tới sáng .",0,2,0,1,1,1,0,0,0,0,0,0
đồ ăn khá là ngon đấy smiling face with smiling eyes chị chủ dễ_thương nhiệt_tình nữa cơ chứ,0,0,0,0,1,0,0,0,0,0,1,0
"đồ ăn khá ngon , phục_vụ tận_tình . sức chỉ đủ ăn hết bát thường tích_cực là no căng rùi tích_cực",0,0,0,0,1,0,0,0,0,0,1,0
"đồ ăn khá ngon , giá_cả hợp_lí ok hand , mình đến đây cũng lần rồi nhân_viên phục_vụ tốt , nhưng do quán khá đônh nên đôi lúc phục_vụ chậm crying face backhand index pointing right giá ng ăn no_nê khỏi chê luôn đó mấy bạn beating heart",1,1,0,0,1,0,0,0,0,0,2,0
"đồ ăn khá ngon , phục_vụ tốt . không nhớ rõ là số giờ ay bnhieu nữa . cùng bên với bánh_mì sốt vàng tag",0,0,0,0,1,0,0,0,0,0,1,2
đồ ăn khá ngon . mỗi đĩa dao_động từ giá thích bánh_mì bơ đường,0,0,0,2,1,0,0,0,0,0,0,0
"đồ ăn ngập mặt luôn nha , giá cao mà chất_lượng vô_cùng luôn . tôm con nào con nấy siêu mập , thịt bập thì cho cả tô , ăn hoài không hết . hủ_tiếu khô là ngon nhất , trộn ok lắm . nước_lèo thì mùi tôm khô rất rõ nha . người tầm giá nhé . cu tủn",0,0,0,2,1,1,0,0,0,0,0,0
đồ ăn ngon,0,0,0,0,1,0,0,0,0,0,0,0
"đồ ăn ngon , cá_chiên giòn_rụm tích_cực",0,0,0,0,1,0,0,0,0,0,0,0
"đồ ăn ngon giá cũg ok , nên đi buổi chiều_tối thường đông không có chỗ tích_cực",1,0,0,1,1,0,0,0,0,0,0,0
"đồ ăn ngon lắm , ướp rất vừa_miệng . nướng ngói cảm_thấy hơi giống chiên chút nhg mà ok , thịt ướp vừa , không mặn quá . nên gọi thêm rau củ_ăn cho đỡ ngán nha . món này ăn hoi bị ám mùi chút , được cái không bị bắn tung tóe như dùng vỉ , yên_tâm hơn . người tầm giá nha .",0,0,0,2,1,1,0,0,0,0,0,0
đồ ăn ngon quá_xá luôn mà siêu rẻ hí híđã vậy mình ở tận bên an hoà ý mà mỗi lần mua có nước và cơm trộn cũng đều được tươi ip hết á beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes,0,0,0,1,1,0,0,0,0,0,1,0
"đồ ăn ngon thiệt nhưng mỗi tội chờ lâu quá là lâu , ngồi đợi móc mỏ ra mà phải tới mới có được mẹt đồ ăn , xong ăn nhoắng cái là hết à tích cựctích cựctích cực hôm đó là liên_hoan cty , đi người , gọi nhiều mẹt lắm , tùm_lum hết rồi còn thêm nồi lẩu , nước uống các kiểu mà hết tr tất_cả , thấy rẻ khó tin luôn flushed face flushed face flushed face",0,1,0,0,1,0,0,0,0,0,3,0
"đồ ăn ngon và chất_lượng , khẩu_vị cay và đậm_đà rất hợp miệng . giá_cả phải_chăng và đồ ăn khá nhiều tích_cực không_gian quán tương_đối bình_thường , nếu biết đầu_tư sẽ bắt_mắt hơn . phục_vụ nhanh và thân_thiện .",0,0,0,1,1,1,0,0,0,2,1,0
"đồ ăn ngon , giá_cả hợp_lí , nhân_viên phục_vụ tốt_đôi lúc phục_vụ hơi chậm vì quán đông winking face backhand index pointing right giá ng ăn no_nê khỏi chê luôn nha mấy bạn beating heart",0,1,0,0,1,0,0,0,0,0,2,0
"đồ ăn ngon , giá_cả lại phải_chăng . ở đây chuyên mấy món chiên xào , ăn được lắm nha . cái đùi gà siêu to , thịt gà ngon , không bở , da_gà bao giòn luôn . cơm_chiên tơi hạt , dĩa lại nhiều nữa . canh thì gọi tô hoặc chén đều được , tùy_bữa có canh gì nha . người no_nê lun tầm giá thôi . gì ang pham",0,1,0,0,1,1,0,0,0,0,0,0
"đồ ăn ngon , khá rẻ , không_gian đẹp tích_cực",0,0,0,1,1,0,0,0,0,1,0,0
"đồ ăn ngon , rẻ , phục_vụ tốt",0,0,0,1,1,0,0,0,0,0,1,0
"đồ ăn ngon . phục_vụ nhanh , ưa nhìncác a phục rất đáng yêu u mà_lại có anh đz vcđ tốt tốt",1,0,0,0,1,0,0,0,0,0,1,0
đồ ăn ngongiá rẻ nước bún combo ms giá,0,1,0,0,1,0,0,0,0,0,0,0
"đồ ăn nóng_hổi , thịt sườn mềm và ngon , thêm mỡ hành và nước_mắm_nêm nếm rất vừa_miệng . ăn một phần như thế này là thấy no căng bụng rồi . bạn mình gọi phần cơm cháy ăn cũng rất ngon",0,0,0,0,1,1,0,0,0,0,0,0
"đồ ăn_ở đây khá cay , mình không được ăn cay quá nhiều crying face minh thích ăn cơm trộn hơn vì cơm này không hợp với mình , có hành_tây tiêu_cực , hic hic . nhưng minh thấy bạn mình rất thích món cơm này ở đây nên các bạn nào thích đồ ăn cay hoặc thích món này có_thể ghé ăn thử nhémình thấy ở đây khá đông nên nghĩ chắc tuỳ khẩu_vị của mỗi người , mình thì thấy bình_thường nên không review sâu tiêu_cực",1,0,0,0,2,0,0,0,0,0,0,0
"đồ ăn_ở đây màu_sắc nhìn thích thật . đậu được chiên giòn_rụm luôn , vừa vàng tới nhưng giòn lắm , đậu thì đặc ruột . chả cốm với lớp vỏ ngoài giòn , cho ít dầu_mỡ khi làm nên ăn vào không bị chát miệng , chả ở trong có cục tròn tròn hình_như là mỡ thì phải . thịt luộc miếng rất to và mỏng , nhưng không bị nhiều mỡ quá . bún không bị hôi , và được gói khá chặt , lúc cắn không bị vỡ ra . mắm_tôm khá ngon , mùi không quá nồng , độ mặm cũng vừa đủ , nêm nếm xíu là vừa ăn . giá đây cũng ngang mấy chỗ khác thôi đi người thì giá gồm nước luôn . nhân_viên phục_vụ nhanh_nhẹn và quân khá sạch",0,2,0,0,1,1,0,0,0,1,1,0
"đồ ăn_ở đây ngon lắm , giá_cả hợp_lý , mà hơi ít . đồ nướng tẩm gia_vị ngon , thấm , vừa ăn . lẩu cũng ngon , ít quá tiêu_cực . nhân_viên phục_vụ nhiệt_tình , dễ_thương , wifi căng đét tích_cực mình chỉ có cái góp_ý là lò nướng của quán hơi bé , nên nướng hơi lâu . đồ ăn tầm giá mỗi món . à bên quán tối nào cũng mở tiệc bufet về đồ nướng , lẩu các kiểu , từ giờ , chỉ giá người chưa tính thuế . sẽ quay lại ăn thử bufet của quán , bữa đi sớm quá nên chưa mở",1,1,1,1,1,3,0,0,0,2,1,0
"đô ăn ơ đây nhi n chung la re vi cu ng la qua n lê đươ ng , ma đươ ng nho he m nên cu ng đươ c . mi cay kim chi bo ha i sa n gia la giá ăn ngon lă m , mi nh kêu câ p đô thâ p nhâ t ma vâ n suy t xoa cha y nươ c mă t tích_cực sơ i mi ha n đa ng hoa ng ăn dai ngon không bi bơ , nêm nê m ngon , bo vơ i xu c xi ch nhiê u . bi t tê t miê ng thi t kha bư , điểm trư la ô ba nh mi be ti ti a , pha i kêu thêm ô may_ra mơ i đu đô . phâ n bo pate trư ng ba nh mi na y cu ng chi co giá ngoa i ra qua n co n co bu n thi t nươ ng , ba nh mi cha o va ca c loa i tra sư a gia re rê squinting face with tongue squinting face with tongue squinting face with tongue",0,0,0,1,1,2,1,0,0,2,0,2
